0,1,2,3,4,Systematic_name,Variant
PABA-UP,synthetic_temp=3.00,Negative_control,ADH1_terminator,PABA-DW,"(1, 14, 2, 2, 1)",244
PABA-UP,synthetic_temp=3.00,Negative_control,TDH3_terminator,PABA-DW,"(1, 14, 2, 3, 1)",245
PABA-UP,synthetic_temp=3.00,Negative_control,ACT_terminator,PABA-DW,"(1, 14, 2, 4, 1)",246
PABA-UP,synthetic_temp=3.00,Negative_control,TEF1_terminator,PABA-DW,"(1, 14, 2, 5, 1)",247
PABA-UP,synthetic_temp=3.00,Negative_control,DED1_terminator,PABA-DW,"(1, 14, 2, 6, 1)",248
PABA-UP,synthetic_temp=3.00,Negative_control,gpdA_terminator,PABA-DW,"(1, 14, 2, 7, 1)",249
PABA-UP,synthetic_temp=3.00,Negative_control,pkiA_terminator,PABA-DW,"(1, 14, 2, 8, 1)",250
PABA-UP,synthetic_temp=3.00,Negative_control,mdhA_terminator,PABA-DW,"(1, 14, 2, 9, 1)",251
PABA-UP,synthetic_temp=3.10,dTomato,PKG1_terminator,PABA-DW,"(1, 15, 1, 1, 1)",252
PABA-UP,synthetic_temp=3.10,dTomato,ADH1_terminator,PABA-DW,"(1, 15, 1, 2, 1)",253
PABA-UP,synthetic_temp=3.10,dTomato,TDH3_terminator,PABA-DW,"(1, 15, 1, 3, 1)",254
PABA-UP,synthetic_temp=3.10,dTomato,ACT_terminator,PABA-DW,"(1, 15, 1, 4, 1)",255
PABA-UP,synthetic_temp=3.10,dTomato,TEF1_terminator,PABA-DW,"(1, 15, 1, 5, 1)",256
PABA-UP,synthetic_temp=3.10,dTomato,DED1_terminator,PABA-DW,"(1, 15, 1, 6, 1)",257
PABA-UP,synthetic_temp=3.10,dTomato,gpdA_terminator,PABA-DW,"(1, 15, 1, 7, 1)",258
PABA-UP,synthetic_temp=3.10,dTomato,pkiA_terminator,PABA-DW,"(1, 15, 1, 8, 1)",259
PABA-UP,synthetic_temp=3.10,dTomato,mdhA_terminator,PABA-DW,"(1, 15, 1, 9, 1)",260
PABA-UP,synthetic_temp=3.10,Negative_control,PKG1_terminator,PABA-DW,"(1, 15, 2, 1, 1)",261
PABA-UP,synthetic_temp=3.10,Negative_control,ADH1_terminator,PABA-DW,"(1, 15, 2, 2, 1)",262
PABA-UP,synthetic_temp=3.10,Negative_control,TDH3_terminator,PABA-DW,"(1, 15, 2, 3, 1)",263
PABA-UP,synthetic_temp=3.10,Negative_control,ACT_terminator,PABA-DW,"(1, 15, 2, 4, 1)",264
PABA-UP,synthetic_temp=3.10,Negative_control,TEF1_terminator,PABA-DW,"(1, 15, 2, 5, 1)",265
PABA-UP,synthetic_temp=3.10,Negative_control,DED1_terminator,PABA-DW,"(1, 15, 2, 6, 1)",266
PABA-UP,synthetic_temp=3.10,Negative_control,gpdA_terminator,PABA-DW,"(1, 15, 2, 7, 1)",267
PABA-UP,synthetic_temp=3.10,Negative_control,pkiA_terminator,PABA-DW,"(1, 15, 2, 8, 1)",268
PABA-UP,synthetic_temp=3.10,Negative_control,mdhA_terminator,PABA-DW,"(1, 15, 2, 9, 1)",269
PABA-UP,synthetic_temp=3.40,dTomato,PKG1_terminator,PABA-DW,"(1, 16, 1, 1, 1)",270
PABA-UP,synthetic_temp=3.40,dTomato,ADH1_terminator,PABA-DW,"(1, 16, 1, 2, 1)",271
PABA-UP,synthetic_temp=3.40,dTomato,TDH3_terminator,PABA-DW,"(1, 16, 1, 3, 1)",272
PABA-UP,synthetic_temp=3.40,dTomato,ACT_terminator,PABA-DW,"(1, 16, 1, 4, 1)",273
PABA-UP,synthetic_temp=3.40,dTomato,TEF1_terminator,PABA-DW,"(1, 16, 1, 5, 1)",274
PABA-UP,synthetic_temp=3.40,dTomato,DED1_terminator,PABA-DW,"(1, 16, 1, 6, 1)",275
PABA-UP,synthetic_temp=3.40,dTomato,gpdA_terminator,PABA-DW,"(1, 16, 1, 7, 1)",276
PABA-UP,synthetic_temp=3.40,dTomato,pkiA_terminator,PABA-DW,"(1, 16, 1, 8, 1)",277
PABA-UP,synthetic_temp=3.40,dTomato,mdhA_terminator,PABA-DW,"(1, 16, 1, 9, 1)",278
PABA-UP,synthetic_temp=3.40,Negative_control,PKG1_terminator,PABA-DW,"(1, 16, 2, 1, 1)",279
PABA-UP,synthetic_temp=3.40,Negative_control,ADH1_terminator,PABA-DW,"(1, 16, 2, 2, 1)",280
PABA-UP,synthetic_temp=3.40,Negative_control,TDH3_terminator,PABA-DW,"(1, 16, 2, 3, 1)",281
PABA-UP,synthetic_temp=3.40,Negative_control,ACT_terminator,PABA-DW,"(1, 16, 2, 4, 1)",282
PABA-UP,synthetic_temp=3.40,Negative_control,TEF1_terminator,PABA-DW,"(1, 16, 2, 5, 1)",283
PABA-UP,synthetic_temp=3.40,Negative_control,DED1_terminator,PABA-DW,"(1, 16, 2, 6, 1)",284
PABA-UP,synthetic_temp=3.40,Negative_control,gpdA_terminator,PABA-DW,"(1, 16, 2, 7, 1)",285
PABA-UP,synthetic_temp=3.40,Negative_control,pkiA_terminator,PABA-DW,"(1, 16, 2, 8, 1)",286
PABA-UP,synthetic_temp=3.40,Negative_control,mdhA_terminator,PABA-DW,"(1, 16, 2, 9, 1)",287
PABA-UP,synthetic_temp=3.50,dTomato,PKG1_terminator,PABA-DW,"(1, 17, 1, 1, 1)",288
PABA-UP,synthetic_temp=3.50,dTomato,ADH1_terminator,PABA-DW,"(1, 17, 1, 2, 1)",289
PABA-UP,synthetic_temp=3.50,dTomato,TDH3_terminator,PABA-DW,"(1, 17, 1, 3, 1)",290
PABA-UP,synthetic_temp=3.50,dTomato,ACT_terminator,PABA-DW,"(1, 17, 1, 4, 1)",291
PABA-UP,synthetic_temp=3.50,dTomato,TEF1_terminator,PABA-DW,"(1, 17, 1, 5, 1)",292
PABA-UP,synthetic_temp=3.50,dTomato,DED1_terminator,PABA-DW,"(1, 17, 1, 6, 1)",293
PABA-UP,synthetic_temp=3.50,dTomato,gpdA_terminator,PABA-DW,"(1, 17, 1, 7, 1)",294
PABA-UP,synthetic_temp=3.50,dTomato,pkiA_terminator,PABA-DW,"(1, 17, 1, 8, 1)",295
PABA-UP,synthetic_temp=3.50,dTomato,mdhA_terminator,PABA-DW,"(1, 17, 1, 9, 1)",296
PABA-UP,synthetic_temp=3.50,Negative_control,PKG1_terminator,PABA-DW,"(1, 17, 2, 1, 1)",297
PABA-UP,synthetic_temp=3.50,Negative_control,ADH1_terminator,PABA-DW,"(1, 17, 2, 2, 1)",298
PABA-UP,synthetic_temp=3.50,Negative_control,TDH3_terminator,PABA-DW,"(1, 17, 2, 3, 1)",299
PABA-UP,synthetic_temp=3.50,Negative_control,ACT_terminator,PABA-DW,"(1, 17, 2, 4, 1)",300
PABA-UP,synthetic_temp=3.50,Negative_control,TEF1_terminator,PABA-DW,"(1, 17, 2, 5, 1)",301
PABA-UP,synthetic_temp=3.50,Negative_control,DED1_terminator,PABA-DW,"(1, 17, 2, 6, 1)",302
PABA-UP,synthetic_temp=3.50,Negative_control,gpdA_terminator,PABA-DW,"(1, 17, 2, 7, 1)",303
PABA-UP,synthetic_temp=3.50,Negative_control,pkiA_terminator,PABA-DW,"(1, 17, 2, 8, 1)",304
PABA-UP,synthetic_temp=3.50,Negative_control,mdhA_terminator,PABA-DW,"(1, 17, 2, 9, 1)",305
PABA-UP,synthetic_temp=3.60,dTomato,PKG1_terminator,PABA-DW,"(1, 18, 1, 1, 1)",306
PABA-UP,synthetic_temp=3.60,dTomato,ADH1_terminator,PABA-DW,"(1, 18, 1, 2, 1)",307
PABA-UP,synthetic_temp=3.60,dTomato,TDH3_terminator,PABA-DW,"(1, 18, 1, 3, 1)",308
PABA-UP,synthetic_temp=3.60,dTomato,ACT_terminator,PABA-DW,"(1, 18, 1, 4, 1)",309
PABA-UP,synthetic_temp=3.60,dTomato,TEF1_terminator,PABA-DW,"(1, 18, 1, 5, 1)",310
PABA-UP,synthetic_temp=3.60,dTomato,DED1_terminator,PABA-DW,"(1, 18, 1, 6, 1)",311
PABA-UP,synthetic_temp=3.60,dTomato,gpdA_terminator,PABA-DW,"(1, 18, 1, 7, 1)",312
PABA-UP,synthetic_temp=3.60,dTomato,pkiA_terminator,PABA-DW,"(1, 18, 1, 8, 1)",313
PABA-UP,synthetic_temp=3.60,dTomato,mdhA_terminator,PABA-DW,"(1, 18, 1, 9, 1)",314
PABA-UP,synthetic_temp=3.60,Negative_control,PKG1_terminator,PABA-DW,"(1, 18, 2, 1, 1)",315
PABA-UP,synthetic_temp=3.60,Negative_control,ADH1_terminator,PABA-DW,"(1, 18, 2, 2, 1)",316
PABA-UP,synthetic_temp=3.60,Negative_control,TDH3_terminator,PABA-DW,"(1, 18, 2, 3, 1)",317
PABA-UP,synthetic_temp=3.60,Negative_control,ACT_terminator,PABA-DW,"(1, 18, 2, 4, 1)",318
PABA-UP,synthetic_temp=3.60,Negative_control,TEF1_terminator,PABA-DW,"(1, 18, 2, 5, 1)",319
PABA-UP,synthetic_temp=3.60,Negative_control,DED1_terminator,PABA-DW,"(1, 18, 2, 6, 1)",320
PABA-UP,synthetic_temp=3.60,Negative_control,gpdA_terminator,PABA-DW,"(1, 18, 2, 7, 1)",321
PABA-UP,synthetic_temp=3.60,Negative_control,pkiA_terminator,PABA-DW,"(1, 18, 2, 8, 1)",322
PABA-UP,synthetic_temp=3.60,Negative_control,mdhA_terminator,PABA-DW,"(1, 18, 2, 9, 1)",323
PABA-UP,synthetic_temp=3.90,dTomato,PKG1_terminator,PABA-DW,"(1, 19, 1, 1, 1)",324
PABA-UP,synthetic_temp=3.90,dTomato,ADH1_terminator,PABA-DW,"(1, 19, 1, 2, 1)",325
PABA-UP,synthetic_temp=3.90,dTomato,TDH3_terminator,PABA-DW,"(1, 19, 1, 3, 1)",326
PABA-UP,synthetic_temp=3.90,dTomato,ACT_terminator,PABA-DW,"(1, 19, 1, 4, 1)",327
PABA-UP,synthetic_temp=3.90,dTomato,TEF1_terminator,PABA-DW,"(1, 19, 1, 5, 1)",328
PABA-UP,synthetic_temp=3.90,dTomato,DED1_terminator,PABA-DW,"(1, 19, 1, 6, 1)",329
PABA-UP,synthetic_temp=3.90,dTomato,gpdA_terminator,PABA-DW,"(1, 19, 1, 7, 1)",330
PABA-UP,synthetic_temp=3.90,dTomato,pkiA_terminator,PABA-DW,"(1, 19, 1, 8, 1)",331
PABA-UP,synthetic_temp=3.90,dTomato,mdhA_terminator,PABA-DW,"(1, 19, 1, 9, 1)",332
PABA-UP,synthetic_temp=3.90,Negative_control,PKG1_terminator,PABA-DW,"(1, 19, 2, 1, 1)",333
PABA-UP,synthetic_temp=3.90,Negative_control,ADH1_terminator,PABA-DW,"(1, 19, 2, 2, 1)",334
PABA-UP,synthetic_temp=3.90,Negative_control,TDH3_terminator,PABA-DW,"(1, 19, 2, 3, 1)",335
PABA-UP,synthetic_temp=3.90,Negative_control,ACT_terminator,PABA-DW,"(1, 19, 2, 4, 1)",336
PABA-UP,synthetic_temp=3.90,Negative_control,TEF1_terminator,PABA-DW,"(1, 19, 2, 5, 1)",337
PABA-UP,synthetic_temp=3.90,Negative_control,DED1_terminator,PABA-DW,"(1, 19, 2, 6, 1)",338
PABA-UP,synthetic_temp=3.90,Negative_control,gpdA_terminator,PABA-DW,"(1, 19, 2, 7, 1)",339
PABA-UP,synthetic_temp=3.90,Negative_control,pkiA_terminator,PABA-DW,"(1, 19, 2, 8, 1)",340
PABA-UP,synthetic_temp=3.90,Negative_control,mdhA_terminator,PABA-DW,"(1, 19, 2, 9, 1)",341
